"","doc_id","lemma"
"9052","1315","soldier"
"9054","1315","negro"
"9056","1315","white"
"9059","1315","get"
"9067","1316","get"
"9073","1318","think"
"9075","1318","white"
"9077","1318","negro"
"9079","1318","get"
"9084","1319","reason"
"9085","1319","state"
"9091","1320","part"
"9094","1320","like"
"9096","1320","discuss"
"9099","1320","condition"
"9102","1320","camp"
"9104","1320","basic"
"9105","1320","training"
"9108","1320","come"
"9111","1320","camp"
"9114","1320","start"
"9117","1320","rainy"
"9118","1320","season"
"9120","1320","october"
"9123","1320","rain"
"9127","1320","basic"
"9132","1320","fire"
"9135","1320","range"
"9137","1320","record"
"9140","1320","rain"
"9146","1320","cold"
"9151","1320","idea"
"9155","1320","condition"
"9157","1320","soldier"
"9160","1320","benefit"
"9162","1320","much"
"9165","1320","training"
"9172","1320","suitable"
"9173","1320","climate"
"9178","1320","wet"
"9180","1320","cold"
"9184","1320","time"
"9188","1320","concentrate"
"9191","1320","problem"
"9193","1320","hand"
"9199","1320","gain"
"9203","1320","basic"
"9208","1320","weather"
"9213","1320","much"
"9214","1320","sickness"
"9225","1322","mix"
"9230","1322","coordination"
"9240","1324","white"
"9241","1324","race"
"9245","1325","get"
"9251","1326","races"
"9255","1326","mix"
"9263","1330","white"
"9265","1330","negro"
"9268","1330","get"
"9271","1330","complete"
"9272","1330","equal"
"9275","1332","think"
"9278","1332","work"
"9283","1332","better"
"9284","1332","chance"
"9289","1334","white"
"9290","1334","people"
"9293","1334","like"
"9295","1334","colored"
"9296","1334","race"
"9297","1335","refer"
"9307","1340","see"
"9309","1340","reason"
"9312","1340","separate"
"9315","1340","service"
"9316","1340","club"
"9320","1341","present"
"9321","1341","time"
"9324","1341","work"
"9327","1341","separat"
"9333","1341","much"
"9334","1341","racial"
"9335","1341","prejudice"
"9336","1342","separate"
"9337","1342","outfit"
"9341","1342","colored"
"9342","1342","officer"
"9346","1343","different"
"9347","1343","outlook"
"9350","1343","way"
"9358","1345","fealing"
"9361","1345","people"
"9363","1346","white"
"9364","1346","boy"
"9367","1346","like"
"9372","1346","negro"
"9375","1347","white"
"9376","1347","separate"
"9378","1347","negro"
"9380","1347","migro"
"9381","1347","gather"
"9384","1347","cause"
"9389","1348","many"
"9390","1348","people"
"9393","1348","negro"
"9399","1348","trouble"
"9402","1348","time"
"9405","1349","negro"
"9407","1349","white"
"9410","1349","work"
"9415","1350","negro"
"9418","1350","see"
"9420","1350","seem"
"9423","1350","better"
"9424","1350","people"
"9427","1350","lot"
"9429","1350","whites"
"9433","1352","white"
"9434","1352","soldier"
"9437","1352","like"
"9445","1354","try"
"9449","1354","show"
"9460","1354","hope"
"9464","1355","racial"
"9465","1355","prejudice"
"9470","1356","help"
"9472","1356","bear"
"9479","1356","want"
"9481","1356","live"
"9485","1356","associate"
"9492","1356","alien"
"9493","1356","race"
"9496","1356","poor"
"9497","1356","devils"
"9501","1357","think"
"9504","1357","negro"
"9508","1357","clean"
"9511","1357","white"
"9512","1357","man"
"9516","1357","tell"
"9520","1357","way"
"9522","1357","dress"
"9525","1360","keep"
"9527","1360","separate"
"9528","1360","make"
"9530","1360","try"
"9533","1360","better"
"9536","1360","white"
"9537","1360","outfit"
"9540","1362","negro"
"9546","1362","fellows"
"9549","1362","white"
"9550","1362","soldier"
"9557","1366","think"
"9560","1366","get"
"9562","1366","better"
"9564","1366","separate"
"9565","1366","outfit"
"9570","1366","mix"
"9572","1366","white"
"9573","1366","soldier"
"9575","1367","negro"
"9578","1367","see"
"9580","1367","work"
"9592","1372","separate"
"9593","1372","outfit"
"9599","1375","reason"
"9607","1378","good"
"9608","1378","thought"
"9611","1378","white"
"9612","1378","man"
"9615","1378","exception"
"9618","1378","trust"
"9622","1379","think"
"9624","1379","get"
"9626","1379","better"
"9635","1379","whites"
"9638","1380","answer"
"9640","1380","question"
"9653","1384","race"
"9658","1384","get"
"9667","1387","like"
"9670","1387","separate"
"9673","1387","friend"
"9678","1391","white"
"9682","1391","become"
"9684","1391","violent"
"9693","1397","change"
"9695","1397","belief"
"9697","1397","tradition"
"9700","1397","people"
"9703","1397","educate"
"9707","1397","show"
"9711","1397","cause"
"9712","1397","war"
"9715","1398","outfits"
"9717","1398","make"
"9721","1398","trouble"
"9723","1398","result"
"9732","1399","fight"
"9740","1400","white"
"9741","1400","people"
"9744","1400","like"
"9752","1400","happen"
"9757","1400","last"
"9763","1401","natural"
"9764","1401","tendency"
"9766","1401","oppose"
"9767","1401","mix"
"9768","1401","class"
"9770","1401","people"
"9779","1402","different"
"9781","1402","attitude"
"9783","1402","northern"
"9784","1402","negro"
"9785","1402","know"
"9791","1402","act"
"9796","1404","outfit"
"9798","1404","cooperate"
"9800","1404","better"
"9804","1405","races"
"9807","1405","divide"
"9810","1406","think"
"9811","1406","white"
"9813","1406","negro"
"9814","1406","soldier"
"9815","1406","get"
"9821","1406","separate"
"9824","1407","way"
"9831","1407","chance"
"9838","1410","fight"
"9846","1410","thing"
"9852","1411","much"
"9853","1411","racial"
"9854","1411","difference"
"9857","1411","tend"
"9859","1411","impair"
"9861","1411","efficiency"
"9864","1411","outfit"
"9866","1412","give"
"9867","1412","equal"
"9868","1412","rank"
"9870","1412","white"
"9871","1412","people"
"9873","1412","take"
"9874","1412","thing"
"9881","1415","white"
"9882","1415","soldier"
"9885","1415","superior"
"9889","1415","soldier"
"9894","1415","get"
"9899","1418","southern"
"9900","1418","people"
"9903","1418","like"
"9905","1418","associate"
"9907","1418","negro"
"9913","1421","use"
"9918","1422","decieses"
"9922","1423","want"
"9924","1423","live"
"9927","1423","negro"
"9932","1423","live"
"9934","1423","mexican"
"9936","1423","negro"
"9938","1423","much"
"9939","1423","cleaner"
"9942","1425","negro"
"9945","1425","place"
"9948","1425","white"
"9949","1425","think"
"9952","1425","better"
"9957","1426","negro"
"9959","1426","put"
"9962","1426","outfit"
"9965","1426","bunch"
"9967","1426","southerner"
"9971","1426","hell"
"9973","1426","pay"
"9980","1427","outfit"
"9984","1427","bad"
"9989","1427","live"
"9992","1427","large"
"9993","1427","amount"
"9998","1427","believe"
"10015","1430","kind"
"10020","1432","way"
"10023","1432","get"
"10024","1432","full"
"10025","1432","credit"
"10028","1432","achievement"
"10035","1435","think"
"10038","1435","function"
"10040","1435","unit"
"10048","1437","texa"
"10050","1437","texan"
"10053","1437","like"
"10058","1437","let"
"10062","1437","outfit"
"10070","1439","southerner"
"10072","1439","way"
"10075","1440","negro"
"10077","1440","white"
"10078","1440","soldier"
"10081","1440","get"
"10089","1441","want"
"10094","1442","discrimination"
"10096","1442","racial"
"10097","1442","prejudice"
"10099","1442","existend"
"10104","1444","cause"
"10106","1444","disturbance"
"10110","1444","mix"
"10111","1444","white"
"10113","1444","negro"
"10114","1444","soldier"
"10120","1445","get"
"10122","1445","better"
"10125","1445","separate"
"10130","1447","white"
"10131","1447","feel"
"10133","1447","negro"
"10134","1447","inferior"
"10136","1447","cooperation"
"10139","1447","null"
"10142","1448","comment"
"10148","1449","white"
"10150","1449","negro"
"10153","1449","get"
"10162","1449","camp"
"10167","1450","know"
"10172","1450","acceptable"
"10175","1450","majority"
"10181","1451","mix"
"10186","1453","capable"
"10189","1453","different"
"10190","1453","type"
"10192","1453","work"
"10194","1454","white"
"10195","1454","people"
"10198","1454","like"
"10201","1455","think"
"10204","1455","like"
"10206","1455","better"
"10209","1456","white"
"10210","1456","soldier"
"10213","1456","mix"
"10223","1460","confliction"
"10239","1462","south"
"10244","1465","satisfied"
"10248","1465","way"
"10253","1465","negro"
"10254","1465","separate"
"10257","1465","whites"
"10262","1466","think"
"10263","1466","negro"
"10265","1466","white"
"10266","1466","soldier"
"10268","1466","get"
"10275","1466","outfit"
"10278","1468","races"
"10280","1468","get"
"10282","1468","better"
"10284","1469","think"
"10288","1469","satisfied"
"10290","1469","stand"
"10292","1469","better"
"10293","1469","chance"
"10295","1469","promotion"
"10296","1470","black"
"10298","1470","white"
"10301","1470","mix"
"10307","1470","fight"
"10317","1478","work"
"10318","1478","better"
"10322","1478","group"
"10328","1480","like"
"10334","1480","southern"
"10335","1480","people"
"10341","1481","make"
"10342","1481","better"
"10343","1481","soldier"
"10348","1481","treat"
"10349","1481","equal"
"10351","1482","put"
"10355","1482","first"
"10356","1482","train"
"10357","1482","people"
"10359","1482","accept"
"10363","1482","work"
"10368","1484","answer"
"10376","1488","practical"
"10381","1488","objection"
"10383","1488","many"
"10384","1488","case"
"10386","1489","southern"
"10387","1489","soldier"
"10389","1489","negro"
"10392","1489","love"
"10398","1490","make"
"10400","1490","better"
"10401","1490","unit"
"10417","1491","work"
"10420","1491","separate"
"10421","1491","outfit"
"10426","1493","alright"
"10434","1493","good"
"10436","1493","truck"
"10437","1493","drive"
"10439","1493","garbage"
"10440","1493","man"
"10448","1495","shed"
"10451","1495","blood"
"10454","1495","battlefront"
"10457","1495","share"
"10460","1495","thought"
"10462","1495","experience"
"10475","1502","lead"
"10478","1502","equality"
"10483","1502","think"
"10488","1503","different"
"10489","1503","race"
"10492","1503","different"
"10497","1503","like"
"10499","1503","drill"
"10501","1503","eat"
"10503","1503","sleep"
"10510","1503","much"
"10511","1503","friction"
"10516","1504","outfit"
"10517","1504","mean"
"10518","1504","live"
"10520","1504","eat"
"10524","1504","essential"
"10525","1504","perform"
"10528","1504","army"
"10529","1504","life"
"10531","1504","man"
"10537","1504","bad"
"10538","1504","practice"
"10540","1504","bring"
"10544","1504","white"
"10545","1504","outfit"
"10548","1505","comment"
"10556","1505","question"
"10564","1508","check"
"10565","1508","mark"
"10568","1509","think"
"10572","1509","cooperate"
"10573","1509","better"
"10579","1510","white"
"10581","1510","negro"
"10583","1510","learn"
"10585","1510","mix"
"10588","1510","best"
"10590","1510","keep"
"10591","1510","separated"
"10596","1511","mind"
"10602","1511","work"
"10611","1512","much"
"10612","1512","disturbance"
"10614","1512","ceus"
"10616","1513","better"
"10617","1513","cooperation"
"10620","1513","outfit"
"10622","1513","make"
"10626","1513","race"
"10634","1515","outfit"
"10640","1515","barrack"
"10644","1515","work"
"10648","1516","believe"
"10650","1516","keep"
"10652","1516","white"
"10653","1516","race"
"10655","1516","negro"
"10656","1516","race"
"10657","1516","separate"
"10666","1523","soldier"
"10670","1523","people"
"10672","1523","avoid"
"10673","1523","trouble"
"10687","1531","tie"
"10690","1531","southern"
"10691","1531","soldier"
"10694","1531","mixed"
"10695","1531","outfit"
"10698","1532","negro"
"10700","1532","white"
"10701","1532","soldier"
"10704","1532","separate"
"10710","1532","p.x"
"10715","1532","make"
"10717","1532","difference"
"10721","1532","civilian"
"10722","1532","life"
"10724","1532","negro"
"10726","1532","live"
"10729","1532","section"
"10732","1532","town"
"10738","1532","mix"
"10741","1532","white"
"10742","1532","people"
"10748","1532","war"
"10749","1532","job"
"10754","1532","army"
"10758","1532","war"
"10761","1532","american"
"10762","1532","person"
"10770","1532","job"
"10778","1534","better"
"10782","1534","white"
"10784","1534","negro"
"10786","1536","see"
"10788","1536","answer"
"10790","1536","question"
"10796","1537","seem"
"10807","1538","make"
"10809","1538","thing"
"10811","1538","mass"
"10813","1538","irregardless"
"10815","1538","color"
"10817","1538","race"
"10820","1538","creed"
"10822","1538","bind"
"10825","1538","brother"
"10827","1538","brother"
"10831","1538","common"
"10832","1538","cause"
"10837","1539","part"
"10839","1539","start"
"10841","1539","fight"
"10844","1539","sort"
"10846","1539","disagreement"
"10849","1540","owe"
"10852","1540","situation"
"10854","1540","thing"
"10858","1540","combat"
"10859","1540","zone"
"10863","1540","necessary"
"10871","1541","democratic"
"10872","1541","thing"
"10874","1541","leave"
"10879","1541","outfit"
"10887","1541","work"
"10892","1541","old"
"10893","1541","factor"
"10895","1541","result"
"10901","1543","mix"
"10902","1543","oil"
"10904","1543","water"
"10907","1544","negro"
"10909","1544","susceptible"
"10911","1544","desease"
"10914","1544","white"
"10926","1545","white"
"10927","1545","buddy"
"10933","1545","fight"
"10935","1547","many"
"10936","1547","southerner"
"10939","1547","acquaintance"
"10944","1547","sure"
"10946","1547","refuse"
"10948","1547","bink"
"10950","1547","negro"
"10955","1550","separate"
"10956","1550","outfit"
"10959","1550","negro"
"10962","1550","good"
"10966","1550","racial"
"10967","1550","pride"
"10971","1551","inform"
"10974","1551","subject"
"10978","1551","say"
"10982","1551","separate"
"10986","1552","think"
"10988","1552","make"
"10990","1552","difference"
"10993","1552","negro"
"10998","1552","slave"
"11003","1554","know"
"11006","1554","reason"
"11015","1554","army"
"11019","1554","know"
"11022","1554","fight"
"11026","1554","reason"
"11029","1554","think"
"11036","1555","races"
"11037","1555","enjoy"
"11041","1555","way"
"11044","1556","soldier"
"11047","1556","learn"
"11051","1556","concerning"
"11052","1556","conduct"
"11054","1556","whites"
"11056","1556","become"
"11057","1556","accustom"
"11059","1556","color"
"11060","1556","association"
"11075","1558","continue"
"11079","1558","sort"
"11081","1558","inborn"
"11082","1558","aversion"
"11084","1558","negro"
"11089","1559","white"
"11091","1559","better"
"11092","1559","soldier"
"11098","1559","able"
"11100","1559","work"
"11103","1559","separate"
"11104","1559","outfit"
"11108","1561","negro"
"11109","1561","know"
"11112","1561","look"
"11117","1561","work"
"11121","1561","mind"
"11123","1561","free"
"11130","1562","different"
"11131","1562","way"
"11133","1562","socializing"
"11136","1562","liive"
"11143","1566","white"
"11146","1566","negro"
"11150","1566","get"
"11159","1570","man"
"11162","1570","outfit"
"11164","1570","southern"
"11165","1570","bear"
"11168","1570","prejudice"
"11170","1570","negro"
"11173","1571","prevent"
"11174","1571","less"
"11175","1571","argument"
"11179","1571","separate"
"11185","1572","make"
"11187","1572","difference"
"11190","1572","good"
"11191","1572","soldier"
"11194","1572","overlook"
"11199","1573","think"
"11204","1574","comment"
"11206","1575","white"
"11207","1575","soldier"
"11210","1575","south"
"11213","1575","get"
"11216","1575","negro"
"11230","1582","purpose"
"11234","1584","work"
"11237","1584","lot"
"11238","1584","better"
"11240","1584","separate"
"11241","1584","outfit"
"11243","1585","think"
"11246","1585","fight"
"11247","1585","better"
"11254","1585","color"
"11255","1586","efficiency"
"11257","1586","lowere"
"11261","1586","prejudice"
"11263","1586","group"
"11266","1586","work"
"11271","1589","southern"
"11272","1589","boy"
"11273","1589","resent"
"11274","1589","take"
"11275","1589","ordr"
"11277","1589","negro"
"11285","1594","separate"
"11286","1594","outfit"
"11289","1594","less"
"11290","1594","chance"
"11292","1594","race"
"11293","1594","riot"
"11297","1596","viaw"
"11299","1596","poor"
"11300","1596","devils"
"11302","1596","human"
"11308","1596","problem"
"11316","1598","like"
"11321","1598","outfit"
"11325","1600","negro"
"11326","1600","soldier"
"11327","1600","seem"
"11330","1600","slower"
"11332","1600","pick"
"11333","1600","thing"
"11337","1600","military"
"11338","1600","counting"
"11343","1603","much"
"11344","1603","prejudice"
"11347","1605","understand"
"11349","1605","better"
"11357","1610","fight"
"11361","1610","cause"
"11366","1610","privilege"
"11368","1610","white"
"11372","1613","food"
"11373","1613","rationing"
"11376","1613","army"
"11378","1613","become"
"11380","1613","strict"
"11385","1613","return"
"11388","1613","night"
"11391","1613","field"
"11400","1613","man"
"11405","1613","want"
"11410","1613","happen"
"11414","1613","happen"
"11418","1613","think"
"11420","1613","old"
"11421","1613","say"
"11424","1613","army"
"11425","1613","live"
"11428","1613","stomach"
"11433","1613","change"
"11437","1613","army"
"11438","1613","live"
"11441","1613","gut"
"11443","1613","foot"
"11456","1617","comment"
"11459","1618","sanitary"
"11460","1618","reason"
"11463","1620","white"
"11464","1620","troops"
"11472","1620","south"
"11475","1620","admit"
"11477","1620","negro"
"11480","1621","want"
"11481","1621","want"
"11491","1625","dislike"
"11494","1625","white"
"11495","1625","people"
"11497","1625","negro"
"11501","1626","want"
"11505","1626","close"
"11512","1627","agree"
"11516","1628","concerned"
"11521","1628","possible"
"11522","1628","chance"
"11525","1628","friction"
"11529","1629","reason"
"11531","1629","give"
"11533","1629","question"
"11537","1630","work"
"11544","1630","team"
"11553","1631","trust"
"11557","1631","fight"
"11561","1631","ring"
"11567","1631","yellow"
"11570","1632","think"
"11572","1632","boy"
"11575","1632","south"
"11578","1632","lot"
"11581","1632","negro"
"11584","1633","none"
"11587","1634","negro"
"11589","1634","work"
"11591","1634","close"
"11592","1634","harmony"
"11594","1634","little"
"11595","1634","discord"
"11598","1634","negro"
"11601","1635","negro"
"11604","1635","keep"
"11607","1635","self"
"11610","1635","way"
"11616","1636","outfit"
"11619","1636","mingle"
"11622","1636","whites"
"11625","1638","health"
"11626","1638","reason"
"11631","1638","negro"
"11632","1638","soldier"
"11635","1638","o.k."
"11639","1638","equal"
"11650","1639","need"
"11652","1639","place"
"11654","1639","negro"
"11657","1639","position"
"11659","1639","cause"
"11660","1639","trouble"
"11662","1640","doubt"
"11665","1640","want"
"11668","1640","mix"
"11679","1641","boy"
"11685","1641","mix"
"11688","1641","negro"
"11692","1642","think"
"11696","1642","much"
"11697","1642","cooperation"
"11701","1642","mix"
"11708","1643","white"
"11709","1643","soldier"
"11713","1644","better"
"11716","1644","concerned"
"11719","1644","think"
"11723","1644","better"
"11724","1644","time"
"11728","1644","way"
"11737","1644","likes"
"11739","1644","peculiarity"
"11748","1646","proceeding"
"11749","1646","statement"
"11753","1647","say"
"11758","1647","better"
"11761","1647","mix"
"11768","1647","trouble"
"11771","1647","mix"
"11778","1648","much"
"11779","1648","trouble"
"11788","1648","excuse"
"11793","1649","negro"
"11795","1649","good"
"11796","1649","soldier"
"11801","1649","white"
"11808","1649","mix"
"11810","1649","white"
"11813","1649","south"
"11819","1649","great"
"11820","1649","deal"
"11826","1651","like"
"11830","1652","work"
"11835","1652","one"
"11837","1652","like"
"11841","1652","fellow"
"11842","1652","negro"
"11845","1655","less"
"11846","1655","cause"
"11848","1655","friction"
"11851","1655","time"
"11854","1655","great"
"11855","1655","many"
"11858","1655","color"
"11860","1655","object"
"11867","1657","care"
"11870","1657","negro"
"11873","1657","barrack"
"11874","1658","trouble"
"11878","1658","answer"
"11881","1658","get"
"11883","1658","work"
"11886","1658","win"
"11889","1659","think"
"11892","1659","qualified"
"11894","1659","practical"
"11895","1659","necessity"
"11903","1660","white"
"11904","1660","people"
"11907","1660","old"
"11908","1660","grudge"
"11910","1660","negro"
"11913","1661","work"
"11916","1661","way"
"11919","1661","want"
"11926","1663","think"
"11928","1663","line"
"11931","1663","draw"
"11934","1665","white"
"11935","1665","man"
"11937","1665","negro"
"11940","1665","get"
"11944","1665","trouble"
"11954","1670","white"
"11955","1670","man"
"11958","1670","colored"
"11963","1670","work"
"11968","1671","mix"
"11969","1671","races"
"11973","1671","work"
"11978","1674","white"
"11979","1674","soldier"
"11982","1674","like"
"11984","1674","work"
"11986","1674","negro"
"11990","1674","officer"
"11995","1676","actual"
"11996","1676","combat"
"11998","1677","difficulty"
"12000","1677","race"
"12001","1677","prejudice"
"12006","1678","make"
"12008","1678","difference"
"12014","1681","understand"
"12019","1681","make"
"12021","1681","better"
"12022","1681","team"
"12030","1682","way"
"12033","1683","better"
"12034","1683","team"
"12035","1683","work"
"12038","1683","obtain"
"12041","1684","negro"
"12045","1684","equal"
"12046","1684","chance"
"12048","1685","think"
"12053","1685","work"
"12057","1685","country"
"12059","1685","civilize"
"12060","1685","people"
"12062","1686","present"
"12063","1686","yes"
"12066","1686","time"
"12069","1686","come"
"12072","1686","safe"
"12073","1686","intermingling"
"12076","1686","man"
"12078","1686","rank"
"12085","1689","like"
"12087","1689","smell"
"12090","1689","sweat"
"12095","1690","easier"
"12097","1690","maintain"
"12098","1690","discipline"
"12102","1691","many"
"12103","1691","white"
"12104","1691","boy"
"12105","1691","want"
"12109","1691","negro"
"12111","1692","white"
"12113","1692","black"
"12114","1692","race"
"12117","1692","mix"
"12123","1694","faith"
"12126","1694","negro"
"12130","1694","want"
"12132","1694","associate"
"12137","1694","respect"
"12147","1697","outfit"
"12151","1697","mean"
"12152","1697","trouble"
"12154","1698","white"
"12156","1698","negro"
"12159","1698","mix"
"12161","1698","good"
"12165","1699","work"
"12173","1699","care"
"12176","1700","group"
"12179","1700","comfortable"
"12181","1700","live"
"12187","1700","work"
"12189","1700","play"
"12191","1700","movie"
"12199","1701","work"
"12200","1701","best"
"12207","1701","whites"
"12208","1701","work"
"12216","1702","stay"
"12219","1702","place"
"12223","1703","negro"
"12227","1703","definite"
"12228","1703","way"
"12231","1703","thing"
"12233","1703","move"
"12237","1703","living"
"12243","1705","outfit"
"12247","1705","accustom"
"12253","1705","make"
"12256","1705","better"
"12257","1705","postwar"
"12258","1705","understand"
"12260","1706","think"
"12262","1706","teamwork"
"12264","1706","harmony"
"12267","1706","develop"
"12271","1706","separate"
"12273","1707","separate"
"12274","1707","outfit"
"12275","1707","make"
"12277","1707","efficiency"
"12280","1707","outfit"
"12282","1707","close"
"12287","1707","try"
"12303","1708","early"
"12309","1709","work"
"12315","1709","outfit"
"12318","1710","white"
"12319","1710","people"
"12322","1710","like"
"12330","1712","healthy"
"12335","1713","think"
"12338","1713","get"
"12340","1713","better"
"12341","1714","tendency"
"12343","1714","white"
"12344","1714","people"
"12348","1714","superiority"
"12349","1714","complex"
"12352","1714","negro"
"12353","1714","result"
"12355","1714","trouble"
"12360","1715","reason"
"12364","1716","previous"
"12365","1716","question"
"12366","1716","number"
"12369","1717","white"
"12372","1717","get"
"12375","1717","negro"
"12377","1719","comment"
"12380","1719","question"
"12384","1720","negro"
"12389","1720","white"
"12390","1720","people"
"12392","1720","keep"
"12395","1720","much"
"12397","1720","possible"
"12400","1721","negro"
"12405","1721","whole"
"12409","1721","compete"
"12412","1721","white"
"12413","1721","soldier"
"12417","1721","way"
"12419","1721","merger"
"12421","1721","lower"
"12423","1721","morale"
"12428","1721","white"
"12431","1721","resent"
"12436","1721","question"
"12441","1721","consider"
"12447","1721","right"
"12452","1721","separate"
"12459","1721","army"
"12461","1721","afford"
"12464","1721","thorough"
"12465","1721","dissatisfaction"
"12467","1721","resentment"
"12470","1721","enmity"
"12474","1721","troops"
"12478","1721","lower"
"12479","1721","morale"
"12492","1722","get"
"12496","1724","unified"
"12497","1724","esprit"
"12498","1724","delaware"
"12499","1724","corps"
"12500","1724","bear"
"12503","1724","natural"
"12504","1724","teaching"
"12506","1724","good"
"12507","1724","competition"
"12508","1724","unified"
"12511","1725","fight"
"12515","1725","cause"
"12518","1725","believe"
"12519","1725","segregation"
"12521","1725","result"
"12523","1725","less"
"12524","1725","friction"
"12531","1727","abide"
"12534","1727","spirit"
"12541","1727","amendment"
"12548","1727","comment"
"12550","1727","apply"
"12555","1728","present"
"12562","1728","lower"
"12563","1728","standard"
"12565","1728","hygene"
"12568","1728","morale"
"12572","1730","white"
"12573","1730","man"
"12575","1730","believe"
"12577","1730","negro"
"12580","1730","good"
"12582","1730","man"
"12587","1731","give"
"12590","1731","sort"
"12592","1731","independent"
"12593","1731","feeling"
"12597","1733","think"
"12599","1733","race"
"12601","1733","feel"
"12604","1733","home"
"12608","1733","live"
"12613","1736","comment"
"12622","1737","enough"
"12630","1738","colored"
"12631","1738","man"
"12632","1738","work"
"12638","1738","white"
"12639","1738","foreman"
"12643","1738","o.k."
"12646","1738","much"
"12647","1738","jealousy"
"12651","1739","bear"
"12654","1739","south"
"12657","1739","explain"
"12660","1741","get"
"12663","1741","negro"
"12666","1741","give"
"12668","1741","better"
"12669","1741","spirit"
"12675","1741","south"
"12678","1741","explain"
"12681","1742","see"
"12682","1742","comment"
"12689","1743","much"
"12690","1743","social"
"12691","1743","dissension"
"12698","1743","outfit"
"12702","1744","negro"
"12704","1744","put"
"12707","1744","white"
"12711","1744","work"
"12717","1745","think"
"12720","1745","better"
"12723","1747","think"
"12739","1747","resentment"
"12744","1748","boy"
"12753","1748","separate"
"12756","1749","operate"
"12760","1749","separate"
"12761","1749","units"
"12765","1751","white"
"12766","1751","man"
"12768","1751","resent"
"12770","1751","negro"
"12774","1751","give"
"12776","1751","best"
"12778","1751","training"
"12781","1752","cause"
"12783","1752","trouble"
"12786","1753","feel"
"12788","1753","better"
"12791","1753","higher"
"12792","1753","intelligent"
"12799","1754","predicament"
"12804","1754","enough"
"12805","1754","room"
"12808","1754","boat"
"12815","1755","get"
"12817","1755","think"
"12820","1755","better"
"12823","1755","white"
"12827","1756","get"
"12830","1756","lot"
"12831","1756","better"
"12833","1756","separate"
"12834","1756","camp"
"12840","1758","dirty"
"12842","1758","body"
"12844","1758","mind"
"12847","1758","seem"
"12857","1759","work"
"12860","1759","good"
"12870","1760","friction"
"12878","1760","work"
"12881","1760","unit"
"12886","1761","t't"
"12887","1761","mix"
"12889","1762","think"
"12892","1762","fight"
"12895","1762","separate"
"12901","1766","state"
"12905","1766","negro"
"12907","1766","white"
"12909","1766","prefer"
"12911","1766","respective"
"12912","1766","outfit"
"12916","1767","get"
"12918","1767","better"
"12920","1767","separate"
"12921","1767","outfit"
"12936","1772","personal"
"12937","1772","prejudice"
"12940","1772","feel"
"12943","1772","work"
"12944","1772","better"
"12947","1772","majority"
"12951","1773","affect"
"12953","1773","morale"
"12956","1773","soldier"
"12962","1776","white"
"12963","1776","people"
"12966","1776","like"
"12968","1776","live"
"12970","1776","negro"
"12972","1778","think"
"12975","1778","work"
"12980","1778","mixed"
"12981","1778","outfit"
"12986","1779","friction"
"12987","1780","like"
"12989","1780","serve"
"12993","1780","race"
"12997","1783","desecration"
"13000","1783","rank"
"13001","1784","keep"
"13003","1784","separate"
"13004","1784","outfit"
"13007","1784","chance"
"13009","1784","racial"
"13010","1784","discontentment"
"13018","1788","question"
"13021","1789","negro"
"13022","1789","seem"
"13024","1789","work"
"13030","1790","good"
"13031","1790","idea"
"13032","1790","give"
"13036","1790","chance"
"13038","1790","express"
"13042","1792","think"
"13044","1792","soldier"
"13048","1792","privilege"
"13055","1792","arm"
"13058","1793","know"
"13062","1793","work"
"13069","1793","attain"
"13074","1794","individual"
"13077","1794","army"
"13078","1794","fell"
"13080","1794","man"
"13081","1794","next"
"13086","1794","good"
"13095","1796","work"
"13097","1797","keep"
"13099","1797","separat"
"13104","1798","many"
"13105","1798","white"
"13106","1798","soldier"
"13110","1798","like"
"13114","1798","negro"
"13121","1801","get"
"13124","1801","group"
"13127","1803","negro"
"13128","1803","soldier"
"13130","1803","tend"
"13133","1803","discrepacy"
"13135","1803","white"
"13136","1803","officr"
"13138","1803","nco"
"13140","1803","vice"
"13141","1803","versa"
"13144","1804","reason"
"13146","1804","state"
"13149","1805","white"
"13150","1805","people"
"13153","1805","get"
"13156","1805","negro"
"13161","1807","make"
"13162","1807","better"
"13163","1807","team"
"13171","1808","negro"
"13174","1808","discriminate"
"13178","1808","white"
"13179","1808","outfit"
"13181","1808","whites"
"13183","1808","resent"
"13187","1808","get"
"13188","1808","equal"
"13189","1808","treatment"
"13193","1809","comment"
"13197","1809","make"
"13198","1809","deal"
"13201","1809","negro"
"13202","1809","race"
"13205","1809","come"
"13208","1809","large"
"13209","1809","city"
"13211","1809","run"
"13213","1809","negro"
"13216","1809","ruin"
"13218","1809","part"
"13222","1809","settle"
"13227","1809","hard"
"13229","1809","get"
"13236","1809","safe"
"13241","1809","present"
"13246","1809","criminal"
"13247","1809","intent"
"13257","1809","chance"
"13259","1809","life"
"13261","1809","white"
"13262","1809","man"
"13268","1809","know"
"13272","1809","want"
"13274","1809","live"
"13293","1814","cooperation"
"13295","1814","way"
"13300","1815","like"
"13305","1815","outfit"
"13307","1815","negro"
"13312","1815","race"
"13317","1817","work"
"13323","1817","whites"
"13325","1817","work"
"13330","1819","white"
"13332","1819","black"
"13334","1819","mix"
"13337","1819","lead"
"13339","1819","trouble"
"13343","1819","outfit"
"13345","1819","work"
"13350","1820","say"
"13351","1820","white"
"13360","1820","fight"
"13362","1820","interspersed"
"13364","1820","separate"
"13367","1820","mean"
"13369","1820","actual"
"13370","1820","combat."
